date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;stadium_name
Feb 27 2023 - 11:00pm;Boyacá Chicó;Deportivo Pasto;1;1;2;2;2;2;0;1;0;Estadio de La Independencia (Tunja)
Mar 01 2023 - 11:00pm;Deportivo Cali;Deportivo Pereira;0;1;1;4;5;3;0;6;0;Estadio Deportivo Cali (Palmira)
Mar 04 2023 - 1:10am;Atlético Bucaramanga;Once Caldas;0;1;1;6;1;3;0;4;1;Estadio Alfonso López (Bucaramanga)
Mar 04 2023 - 7:00pm;La Equidad;Alianza Petrolera;1;1;2;3;2;2;0;2;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Mar 04 2023 - 9:10pm;Envigado;Santa Fe;3;2;5;5;8;2;0;3;0;Estadio Metropolitano de Itagüí (Itagüí)
Mar 04 2023 - 11:20pm;Unión Magdalena;Jaguares de Córdoba;1;1;2;7;7;1;1;4;0;Estadio Sierra Nevada (Santa Marta)
Mar 05 2023 - 1:30am;Independiente Medellín;Rionegro Águilas;3;0;3;4;6;4;0;2;0;Estadio Atanasio Girardot (Medellín)
Mar 05 2023 - 8:30pm;Millonarios;Deportivo Cali;2;0;2;4;4;2;0;2;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 05 2023 - 10:40pm;Deportivo Pasto;Atlético Nacional;0;1;1;8;5;1;0;3;0;Estadio Departamental Libertad (San Juan de Pasto)
Mar 06 2023 - 12:50am;Deportivo Pereira;Deportes Tolima;1;1;2;2;6;4;0;4;0;Estadio Hernán Ramírez Villegas (Pereira)
Mar 07 2023 - 1:00am;Atlético Huila;Boyacá Chicó;3;2;5;3;6;1;0;1;0;Estadio Guillermo Plazas Alcid (Neiva)
Mar 10 2023 - 1:00am;Alianza Petrolera;Deportivo Pasto;3;1;4;4;5;5;0;3;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 11 2023 - 12:40am;Jaguares de Córdoba;Atlético Huila;1;2;3;8;5;3;1;6;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Mar 11 2023 - 9:00pm;Deportivo Cali;Atlético Bucaramanga;1;1;2;7;2;0;0;0;0;Estadio Deportivo Cali (Palmira)
Mar 11 2023 - 11:10pm;Atlético Nacional;Millonarios;0;0;0;6;6;2;0;3;0;Estadio Atanasio Girardot (Medellín)
Mar 12 2023 - 1:20am;Boyacá Chicó;Independiente Medellín;2;0;2;6;2;3;0;1;0;Estadio de La Independencia (Tunja)
Mar 12 2023 - 9:00pm;Rionegro Águilas;Deportivo Pereira;2;1;3;4;1;2;0;4;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Mar 12 2023 - 11:10pm;Junior;Envigado;1;2;3;6;3;4;0;5;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Mar 13 2023 - 1:20am;Alianza Petrolera;Unión Magdalena;2;1;3;2;6;2;0;4;1;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 14 2023 - 1:10am;Once Caldas;Deportivo Pasto;0;1;1;6;3;2;0;2;0;Estadio Palogrande (Manizales)
Mar 14 2023 - 11:00pm;Deportes Tolima;La Equidad;1;0;1;6;4;4;0;3;1;Estadio Manuel Murillo Toro (Ibagué)
Mar 15 2023 - 1:10am;Santa Fe;América de Cali;2;0;2;7;4;4;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 18 2023 - 1:00am;Deportivo Pereira;Atlético Nacional;0;2;2;7;3;0;0;1;0;Estadio Hernán Ramírez Villegas (Pereira)
Mar 18 2023 - 7:00pm;Envigado;Boyacá Chicó;0;1;1;9;2;4;0;2;0;Estadio Polideportivo Sur (Envigado)
Mar 18 2023 - 9:10pm;La Equidad;Unión Magdalena;0;0;0;9;5;3;3;4;3;Estadio Metropolitano de Techo (Bogotá- D.C.)
Mar 18 2023 - 11:20pm;Deportivo Pasto;Deportivo Cali;2;1;3;3;2;1;0;1;0;Estadio Departamental Libertad (San Juan de Pasto)
Mar 19 2023 - 1:30am;Junior;Santa Fe;1;1;2;4;2;2;0;5;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Mar 19 2023 - 8:30pm;América de Cali;Alianza Petrolera;1;0;1;6;4;2;0;2;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Mar 19 2023 - 10:45pm;Millonarios;Rionegro Águilas;2;2;4;7;2;3;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 20 2023 - 1:00am;Independiente Medellín;Jaguares de Córdoba;1;0;1;8;5;3;0;2;0;Estadio Atanasio Girardot (Medellín)
Mar 20 2023 - 11:10pm;Atlético Bucaramanga;Deportes Tolima;1;1;2;6;4;3;0;4;0;Estadio Alfonso López (Bucaramanga)
Mar 21 2023 - 1:20am;Atlético Huila;Once Caldas;2;1;3;2;4;3;0;4;1;Estadio Guillermo Plazas Alcid (Neiva)
Mar 22 2023 - 3:15pm;Santa Fe;Deportivo Cali;3;0;3;3;5;1;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 23 2023 - 1:00am;Millonarios;Deportivo Pasto;2;0;2;4;1;4;0;5;1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 23 2023 - 11:00pm;La Equidad;Boyacá Chicó;2;2;4;12;2;3;0;0;1;Estadio Metropolitano de Techo (Bogotá- D.C.)
Mar 24 2023 - 1:10am;América de Cali;Junior;2;0;2;6;2;2;0;2;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Mar 25 2023 - 1:10am;Rionegro Águilas;Envigado;1;0;1;4;7;2;0;5;1;Estadio Alberto Grisales (Rionegro- Antioquia)
Mar 25 2023 - 7:00pm;Once Caldas;Deportivo Pereira;1;1;2;3;7;2;0;5;0;Estadio Palogrande (Manizales)
Mar 25 2023 - 9:10pm;Alianza Petrolera;Atlético Bucaramanga;2;0;2;7;3;4;0;4;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 25 2023 - 11:20pm;Atlético Nacional;Independiente Medellín;1;1;2;2;5;3;1;4;0;Estadio Atanasio Girardot (Medellín)
Mar 26 2023 - 1:30am;Deportes Tolima;Atlético Huila;2;1;3;5;3;4;0;1;0;Estadio Manuel Murillo Toro (Ibagué)
Mar 26 2023 - 8:15pm;Unión Magdalena;Junior;2;2;4;8;2;3;0;5;0;Estadio Sierra Nevada (Santa Marta)
Mar 26 2023 - 10:30pm;Deportivo Cali;América de Cali;1;1;2;15;1;3;0;3;0;Estadio Deportivo Cali (Palmira)
Mar 27 2023 - 12:45am;Santa Fe;Millonarios;1;2;3;5;2;4;0;2;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 28 2023 - 1:05am;Jaguares de Córdoba;Deportivo Pasto;0;1;1;7;5;2;0;5;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Mar 29 2023 - 12:15am;Boyacá Chicó;La Equidad;3;1;4;5;0;2;0;2;0;Estadio de La Independencia (Tunja)
Mar 30 2023 - 1:00am;Deportes Tolima;Millonarios;1;1;2;4;1;5;0;3;0;Estadio Manuel Murillo Toro (Ibagué)
Mar 31 2023 - 11:00pm;Deportivo Pasto;Deportivo Pereira;0;0;0;6;4;1;0;1;0;Estadio Departamental Libertad (San Juan de Pasto)
Apr 01 2023 - 1:10am;Santa Fe;Boyacá Chicó;1;0;1;7;6;4;0;1;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 01 2023 - 7:00pm;Envigado;Once Caldas;0;0;0;1;2;4;0;4;1;Estadio Polideportivo Sur (Envigado)
Apr 01 2023 - 9:10pm;Independiente Medellín;Deportes Tolima;1;1;2;7;2;2;0;4;1;Estadio Atanasio Girardot (Medellín)
Apr 01 2023 - 11:20pm;La Equidad;Atlético Nacional;0;0;0;2;5;2;0;1;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 02 2023 - 1:30am;Atlético Bucaramanga;Millonarios;0;2;2;3;3;3;0;4;0;Estadio Alfonso López (Bucaramanga)
Apr 02 2023 - 9:00pm;América de Cali;Jaguares de Córdoba;0;0;0;6;1;3;0;2;1;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 02 2023 - 11:10pm;Unión Magdalena;Rionegro Águilas;3;1;4;5;6;2;2;4;1;Estadio Sierra Nevada (Santa Marta)
Apr 03 2023 - 1:20am;Atlético Huila;Deportivo Cali;1;0;1;2;14;3;0;6;0;Estadio Guillermo Plazas Alcid (Neiva)
Apr 04 2023 - 1:10am;Junior;Alianza Petrolera;1;0;1;6;4;2;0;3;2;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 07 2023 - 10:00pm;Rionegro Águilas;Atlético Huila;2;1;3;6;2;2;0;2;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Apr 08 2023 - 7:00pm;Once Caldas;Unión Magdalena;1;1;2;5;3;1;0;5;0;Estadio Palogrande (Manizales)
Apr 08 2023 - 9:10pm;Jaguares de Córdoba;Envigado;2;0;2;5;5;2;0;6;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Apr 08 2023 - 11:20pm;Deportivo Cali;La Equidad;0;0;0;7;2;4;0;4;1;Estadio Deportivo Cali (Palmira)
Apr 09 2023 - 1:30am;Millonarios;Independiente Medellín;2;1;3;7;1;3;0;2;1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 09 2023 - 7:00pm;Deportivo Pereira;Atlético Bucaramanga;1;1;2;6;4;2;0;2;0;Estadio Hernán Ramírez Villegas (Pereira)
Apr 09 2023 - 11:20pm;Alianza Petrolera;Santa Fe;3;1;4;4;11;3;0;1;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 10 2023 - 11:00pm;Atlético Nacional;Junior;0;1;1;6;2;3;0;2;0;Estadio Atanasio Girardot (Medellín)
Apr 11 2023 - 1:05am;Deportes Tolima;Deportivo Pasto;3;1;4;4;5;0;0;2;0;Estadio Manuel Murillo Toro (Ibagué)
Apr 11 2023 - 9:00pm;La Equidad;Once Caldas;4;1;5;5;5;5;0;2;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Apr 11 2023 - 11:10pm;Atlético Huila;Millonarios;1;1;2;2;0;4;0;3;0;Estadio Guillermo Plazas Alcid (Neiva)
Apr 12 2023 - 1:20am;América de Cali;Rionegro Águilas;1;3;4;6;4;3;1;4;1;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 12 2023 - 8:30pm;Unión Magdalena;Deportivo Pereira;0;3;3;6;3;4;0;5;1;Estadio Sierra Nevada (Santa Marta)
Apr 13 2023 - 1:00am;Independiente Medellín;Deportivo Cali;3;0;3;0;4;4;0;3;0;Estadio Atanasio Girardot (Medellín)
Apr 13 2023 - 8:30pm;Envigado;Deportes Tolima;2;1;3;3;8;1;0;3;0;Estadio Polideportivo Sur (Envigado)
Apr 13 2023 - 11:00pm;Deportivo Pasto;Atlético Bucaramanga;1;0;1;4;8;3;0;1;0;Estadio Departamental Libertad (San Juan de Pasto)
Apr 14 2023 - 1:10am;Junior;Boyacá Chicó;1;1;2;1;4;1;0;3;1;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 15 2023 - 1:05am;Alianza Petrolera;Jaguares de Córdoba;3;0;3;5;6;2;0;1;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 15 2023 - 11:00pm;Deportivo Cali;Unión Magdalena;2;1;3;6;5;3;0;3;1;Estadio Deportivo Cali (Palmira)
Apr 16 2023 - 1:10am;Deportivo Pereira;Santa Fe;2;2;4;7;5;1;0;4;0;Estadio Hernán Ramírez Villegas (Pereira)
Apr 16 2023 - 7:00pm;Atlético Bucaramanga;Independiente Medellín;1;2;3;8;2;3;1;6;0;Estadio Alfonso López (Bucaramanga)
Apr 16 2023 - 9:10pm;Deportes Tolima;Junior;0;1;1;4;6;1;0;2;0;Estadio Manuel Murillo Toro (Ibagué)
Apr 17 2023 - 1:30am;Rionegro Águilas;Boyacá Chicó;2;0;2;4;3;4;0;2;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Apr 18 2023 - 12:40am;Atlético Huila;Deportivo Pasto;1;1;2;4;4;4;1;4;0;Estadio Guillermo Plazas Alcid (Neiva)
Apr 18 2023 - 11:00pm;Once Caldas;Alianza Petrolera;1;2;3;7;4;2;0;2;0;Estadio Palogrande (Manizales)
Apr 19 2023 - 1:10am;Jaguares de Córdoba;La Equidad;1;1;2;6;5;5;0;3;1;Estadio de Fútbol Jaraguay de Montería (Montería)
Apr 20 2023 - 1:00am;Boyacá Chicó;América de Cali;1;1;2;6;2;4;0;3;1;Estadio de La Independencia (Tunja)
Apr 22 2023 - 12:40am;Deportivo Pasto;Rionegro Águilas;0;0;0;0;7;1;0;3;0;Estadio Departamental Libertad (San Juan de Pasto)
Apr 22 2023 - 7:00pm;La Equidad;Atlético Huila;2;1;3;6;3;3;0;2;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Apr 22 2023 - 9:10pm;Alianza Petrolera;Deportivo Cali;0;3;3;5;5;2;0;1;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 22 2023 - 11:20pm;Junior;Jaguares de Córdoba;1;0;1;4;1;1;0;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 23 2023 - 1:30am;Santa Fe;Atlético Bucaramanga;3;0;3;3;4;5;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 23 2023 - 9:00pm;Envigado;Atlético Nacional;0;0;0;3;6;4;0;0;1;Estadio Polideportivo Sur (Envigado)
Apr 23 2023 - 11:10pm;Unión Magdalena;Millonarios;1;1;2;3;4;2;0;3;0;Estadio Sierra Nevada (Santa Marta)
Apr 24 2023 - 1:20am;Boyacá Chicó;Deportes Tolima;2;0;2;3;0;2;0;1;0;Estadio de La Independencia (Tunja)
Apr 25 2023 - 1:10am;América de Cali;Deportivo Pereira;2;1;3;5;0;2;0;5;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 25 2023 - 9:00pm;Atlético Bucaramanga;Alianza Petrolera;1;1;2;4;6;3;0;1;0;Estadio Alfonso López (Bucaramanga)
Apr 25 2023 - 11:10pm;Deportivo Pasto;La Equidad;1;1;2;1;2;1;0;4;0;Estadio Departamental Libertad (San Juan de Pasto)
Apr 26 2023 - 1:20am;Atlético Huila;Independiente Medellín;2;3;5;5;5;0;0;4;0;Estadio Guillermo Plazas Alcid (Neiva)
Apr 26 2023 - 7:00pm;Once Caldas;Boyacá Chicó;1;1;2;11;5;2;0;1;0;Estadio Palogrande (Manizales)
Apr 26 2023 - 9:10pm;Deportes Tolima;Jaguares de Córdoba;1;1;2;7;4;2;0;1;1;Estadio Manuel Murillo Toro (Ibagué)
Apr 26 2023 - 11:20pm;Rionegro Águilas;Santa Fe;3;1;4;3;3;3;0;3;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Apr 27 2023 - 1:30am;Atlético Nacional;Unión Magdalena;2;0;2;3;2;4;1;5;0;Estadio Atanasio Girardot (Medellín)
Apr 27 2023 - 9:00pm;Deportivo Pereira;Envigado;0;0;0;3;2;4;0;3;0;Estadio Hernán Ramírez Villegas (Pereira)
Apr 27 2023 - 11:10pm;Deportivo Cali;Junior;3;2;5;3;4;4;0;5;0;Estadio Deportivo Cali (Palmira)
Apr 28 2023 - 1:20am;Millonarios;América de Cali;4;3;7;5;1;2;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 29 2023 - 7:00pm;Santa Fe;Deportes Tolima;2;0;2;5;3;4;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 29 2023 - 9:10pm;Unión Magdalena;Deportivo Pasto;2;1;3;6;2;4;0;2;0;Estadio Sierra Nevada (Santa Marta)
Apr 29 2023 - 11:20pm;Alianza Petrolera;Rionegro Águilas;2;1;3;6;3;2;0;4;1;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 30 2023 - 1:30am;Independiente Medellín;Atlético Nacional;1;3;4;3;7;2;0;3;0;Estadio Atanasio Girardot (Medellín)
Apr 30 2023 - 7:00pm;La Equidad;Deportivo Pereira;2;0;2;6;2;3;0;3;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Apr 30 2023 - 9:10pm;Junior;Millonarios;1;0;1;9;2;4;1;3;1;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 30 2023 - 11:20pm;América de Cali;Deportivo Cali;5;2;7;2;4;1;0;1;1;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
May 01 2023 - 1:30am;Boyacá Chicó;Atlético Bucaramanga;0;0;0;8;5;2;0;3;0;Estadio de La Independencia (Tunja)
May 01 2023 - 8:00pm;Envigado;Atlético Huila;0;1;1;9;4;2;0;4;0;Estadio Polideportivo Sur (Envigado)
May 01 2023 - 10:15pm;Jaguares de Córdoba;Once Caldas;1;0;1;5;4;1;0;4;0;Estadio de Fútbol Jaraguay de Montería (Montería)
May 04 2023 - 11:05pm;Millonarios;Envigado;1;1;2;7;4;0;0;2;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 05 2023 - 1:15am;Atlético Nacional;América de Cali;2;1;3;7;9;3;0;2;0;Estadio Atanasio Girardot (Medellín)
May 05 2023 - 11:30pm;Rionegro Águilas;La Equidad;1;1;2;1;1;4;1;2;0;Estadio Alberto Grisales (Rionegro- Antioquia)
May 06 2023 - 9:05pm;Atlético Bucaramanga;Unión Magdalena;3;0;3;2;5;1;0;3;1;Estadio Alfonso López (Bucaramanga)
May 06 2023 - 11:15pm;Deportes Tolima;Alianza Petrolera;2;1;3;5;5;4;0;1;0;Estadio Manuel Murillo Toro (Ibagué)
May 07 2023 - 1:25am;Once Caldas;Junior;2;0;2;4;5;7;0;4;0;Estadio Palogrande (Manizales)
May 07 2023 - 7:00pm;Deportivo Pereira;Independiente Medellín;3;1;4;6;2;4;0;4;0;Estadio Hernán Ramírez Villegas (Pereira)
May 07 2023 - 9:10pm;Atlético Nacional;Boyacá Chicó;3;1;4;6;4;2;0;2;0;Estadio Atanasio Girardot (Medellín)
May 07 2023 - 11:20pm;Millonarios;Santa Fe;1;0;1;5;11;3;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 08 2023 - 1:30am;Deportivo Pasto;Jaguares de Córdoba;4;0;4;7;1;2;0;2;0;Estadio Departamental Libertad (San Juan de Pasto)
May 08 2023 - 11:15pm;Deportivo Cali;Envigado;2;0;2;6;4;4;0;3;1;Estadio Deportivo Cali (Palmira)
May 09 2023 - 1:30am;Atlético Huila;América de Cali;0;2;2;6;5;5;0;5;0;Estadio Guillermo Plazas Alcid (Neiva)
May 10 2023 - 11:00pm;Unión Magdalena;Boyacá Chicó;0;0;0;9;3;4;0;2;0;Estadio Sierra Nevada (Santa Marta)
May 11 2023 - 1:10am;Millonarios;Alianza Petrolera;3;1;4;11;4;5;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 11 2023 - 11:00pm;Independiente Medellín;Once Caldas;2;2;4;6;8;1;0;3;0;Estadio Atanasio Girardot (Medellín)
May 12 2023 - 1:00am;Santa Fe;Atlético Nacional;0;2;2;6;2;5;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 12 2023 - 9:00pm;Envigado;Rionegro Águilas;1;2;3;6;11;4;0;3;0;Estadio Polideportivo Sur (Envigado)
May 12 2023 - 11:05pm;Jaguares de Córdoba;Deportivo Cali;1;1;2;4;7;2;0;1;0;Estadio de Fútbol Jaraguay de Montería (Montería)
May 13 2023 - 1:15am;La Equidad;Atlético Bucaramanga;1;0;1;10;2;2;0;1;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
May 13 2023 - 9:10pm;Unión Magdalena;Deportes Tolima;1;1;2;10;2;1;0;2;1;Estadio Sierra Nevada (Santa Marta)
