date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;stadium_name
Feb 27 2014 - 1:00am;Independiente Medellín;Fortaleza CEIF;3;3;6;8;3;2;0;6;0;Estadio Atanasio Girardot
Feb 27 2014 - 1:00am;Envigado;Once Caldas;2;1;3;3;3;6;1;0;0;Estadio Polideportivo Sur
Feb 27 2014 - 1:00am;La Equidad;Deportivo Pasto;1;1;2;3;0;4;0;2;0;Estadio Metropolitano de Techo
Feb 27 2014 - 8:15pm;Alianza Petrolera;Junior;1;0;1;2;7;1;1;1;1;Estadio Álvaro Gómez Hurtado
Feb 28 2014 - 1:00am;Deportivo Cali;Rionegro Águilas;2;3;5;4;3;3;1;3;0;Estadio Olímpico Pascual Guerrero
Mar 01 2014 - 7:00pm;Fortaleza CEIF;La Equidad;1;1;2;3;4;2;0;6;0;Estadio Metropolitano de Techo
Mar 01 2014 - 9:00pm;Patriotas Boyacá;Boyacá Chicó;2;1;3;1;0;4;1;1;0;Estadio de La Independencia
Mar 01 2014 - 11:00pm;Independiente Medellín;Atlético Nacional;0;2;2;4;4;3;0;2;0;Estadio Atanasio Girardot
Mar 02 2014 - 4:00pm;Deportes Tolima;Atlético Huila;1;1;2;3;2;3;0;2;0;Estadio Manuel Murillo Toro
Mar 02 2014 - 8:15pm;Rionegro Águilas;Envigado;1;0;1;3;6;2;0;6;2;Estadio Metropolitano de Itagüí (Itagüí)
Mar 02 2014 - 8:15pm;Alianza Petrolera;Once Caldas;0;2;2;5;7;4;0;3;0;Estadio Álvaro Gómez Hurtado
Mar 02 2014 - 10:30pm;Deportivo Cali;Deportivo Pasto;2;2;4;8;4;2;0;3;0;Estadio Olímpico Pascual Guerrero
Mar 03 2014 - 12:30am;Millonarios;Santa Fe;2;1;3;2;7;1;0;5;0;Estadio Nemesio Camacho El Campín
Mar 05 2014 - 12:45am;Atlético Nacional;Uniautónoma;3;1;4;5;3;1;0;4;0;Estadio Atanasio Girardot
Mar 06 2014 - 12:45am;Deportivo Cali;Atlético Huila;1;0;1;10;7;1;0;3;0;Estadio Olímpico Pascual Guerrero
Mar 07 2014 - 12:45am;Deportes Tolima;Santa Fe;0;0;0;10;7;1;0;3;0;Estadio Manuel Murillo Toro
Mar 08 2014 - 12:50am;Boyacá Chicó;Atlético Nacional;1;2;3;-1;-1;3;0;2;0;Estadio de La Independencia
Mar 11 2014 - 1:00am;Fortaleza CEIF;Deportivo Cali;0;0;0;5;4;1;0;2;0;Estadio Metropolitano de Techo
Mar 12 2014 - 1:00am;Deportivo Pasto;Boyacá Chicó;0;0;0;5;6;4;0;1;0;Estadio Departamental Libertad
Mar 12 2014 - 1:00am;Junior;Millonarios;0;1;1;7;3;1;0;4;0;Estadio Metropolitano Roberto Meléndez
Mar 12 2014 - 11:00pm;Rionegro Águilas;Alianza Petrolera;1;2;3;10;3;2;0;6;0;Estadio Metropolitano de Itagüí (Itagüí)
Mar 13 2014 - 1:00am;Once Caldas;La Equidad;0;0;0;-1;-1;3;0;2;0;Estadio Palogrande
Mar 13 2014 - 11:00pm;Atlético Huila;Deportes Tolima;2;0;2;1;9;2;0;2;0;Estadio Guillermo Plazas Alcid
Mar 14 2014 - 1:00am;Patriotas Boyacá;Independiente Medellín;1;0;1;3;0;1;0;2;0;Estadio de La Independencia
Mar 15 2014 - 12:45am;Atlético Nacional;Deportivo Pasto;1;1;2;5;3;2;0;3;0;Estadio Atanasio Girardot
Mar 15 2014 - 8:15pm;Alianza Petrolera;Fortaleza CEIF;1;0;1;-1;-1;5;0;4;1;Estadio Álvaro Gómez Hurtado
Mar 15 2014 - 10:30pm;Boyacá Chicó;Once Caldas;1;1;2;4;3;4;0;3;0;Estadio de La Independencia
Mar 16 2014 - 12:45am;La Equidad;Santa Fe;0;2;2;4;9;2;1;3;0;Estadio Metropolitano de Techo
Mar 16 2014 - 8:15pm;Deportivo Cali;Patriotas Boyacá;2;1;3;7;2;2;0;2;0;Estadio Olímpico Pascual Guerrero
Mar 16 2014 - 8:15pm;Envigado;Atlético Huila;2;0;2;2;6;2;0;3;0;Estadio Polideportivo Sur
Mar 16 2014 - 10:00pm;Millonarios;Rionegro Águilas;3;0;3;4;3;3;0;1;0;Estadio Nemesio Camacho El Campín
Mar 16 2014 - 10:30pm;Uniautónoma;Independiente Medellín;4;2;6;3;11;4;1;7;1;Estadio Metropolitano Roberto Meléndez
Mar 17 2014 - 12:30am;Deportes Tolima;Junior;3;1;4;7;5;3;0;2;1;Estadio Manuel Murillo Toro
Mar 22 2014 - 12:45am;Atlético Huila;La Equidad;0;1;1;-1;-1;1;0;6;1;Estadio Guillermo Plazas Alcid
Mar 22 2014 - 8:15pm;Rionegro Águilas;Deportes Tolima;1;0;1;4;4;2;0;3;0;Estadio Metropolitano de Itagüí (Itagüí)
Mar 22 2014 - 10:00pm;Santa Fe;Boyacá Chicó;0;0;0;7;6;4;0;4;0;Estadio Nemesio Camacho El Campín
Mar 22 2014 - 10:30pm;Patriotas Boyacá;Alianza Petrolera;3;3;6;7;4;3;0;3;0;Estadio de La Independencia
Mar 23 2014 - 12:45am;Once Caldas;Atlético Nacional;0;0;0;2;9;3;0;3;0;Estadio Palogrande
Mar 23 2014 - 8:15pm;Deportivo Pasto;Uniautónoma;4;0;4;7;3;0;0;1;0;Estadio Departamental Libertad
Mar 23 2014 - 10:00pm;Independiente Medellín;Deportivo Cali;2;0;2;1;5;3;0;2;0;Estadio Atanasio Girardot
Mar 23 2014 - 10:30pm;Junior;Envigado;1;0;1;8;4;0;0;2;0;Estadio Olímpico Jaime Morón León
Mar 24 2014 - 12:45am;Fortaleza CEIF;Millonarios;0;1;1;3;1;3;0;2;0;Estadio Metropolitano de Techo
Mar 26 2014 - 11:00pm;Atlético Huila;Atlético Nacional;2;0;2;-1;-1;4;0;4;0;Estadio Guillermo Plazas Alcid
Mar 27 2014 - 1:00am;Santa Fe;Envigado;0;1;1;10;3;2;0;7;2;Estadio Nemesio Camacho El Campín
Mar 28 2014 - 1:00am;Uniautónoma;Junior;1;2;3;6;7;2;0;4;1;Estadio Metropolitano Roberto Meléndez
Mar 29 2014 - 12:45am;Deportivo Pasto;Once Caldas;3;2;5;2;7;5;0;3;0;Estadio Departamental Libertad
Mar 29 2014 - 8:15pm;Alianza Petrolera;Independiente Medellín;2;1;3;7;5;2;0;2;0;Estadio Álvaro Gómez Hurtado
Mar 29 2014 - 10:00pm;Millonarios;Patriotas Boyacá;4;0;4;4;4;2;0;2;0;Estadio Nemesio Camacho El Campín
Mar 29 2014 - 10:30pm;Boyacá Chicó;Atlético Huila;1;0;1;3;4;1;0;2;0;Estadio de La Independencia
Mar 30 2014 - 12:45am;Atlético Nacional;Santa Fe;2;2;4;5;2;2;0;2;0;Estadio Atanasio Girardot
Mar 30 2014 - 8:15pm;Envigado;Rionegro Águilas;1;0;1;0;8;3;0;2;0;Estadio Polideportivo Sur
Mar 30 2014 - 10:00pm;La Equidad;Junior;0;1;1;4;3;5;0;4;0;Estadio Metropolitano de Techo
Mar 30 2014 - 10:30pm;Deportes Tolima;Fortaleza CEIF;1;1;2;5;5;2;0;5;0;Estadio Manuel Murillo Toro
Mar 31 2014 - 12:45am;Uniautónoma;Deportivo Cali;0;2;2;5;1;1;0;4;0;Estadio Metropolitano Roberto Meléndez
Apr 01 2014 - 11:00pm;Santa Fe;Deportivo Pasto;3;2;5;9;4;1;0;5;0;Estadio Nemesio Camacho El Campín
Apr 02 2014 - 1:00am;Independiente Medellín;Millonarios;2;1;3;1;3;3;0;3;0;Estadio Atanasio Girardot
Apr 02 2014 - 11:00pm;Once Caldas;Uniautónoma;3;1;4;9;2;1;0;1;0;Estadio Palogrande
Apr 03 2014 - 1:00am;Junior;Boyacá Chicó;2;1;3;9;4;0;0;2;0;Estadio Metropolitano Roberto Meléndez
Apr 03 2014 - 1:00am;Deportivo Cali;Alianza Petrolera;1;2;3;11;3;2;0;3;0;Estadio Olímpico Pascual Guerrero
Apr 03 2014 - 11:00pm;Rionegro Águilas;La Equidad;3;1;4;4;3;3;0;4;1;Estadio Metropolitano de Itagüí (Itagüí)
Apr 04 2014 - 1:00am;Fortaleza CEIF;Envigado;2;1;3;6;5;3;0;4;0;Estadio Metropolitano de Techo
Apr 04 2014 - 1:55am;Patriotas Boyacá;Deportes Tolima;1;2;3;-1;-1;2;0;3;0;Estadio de La Independencia
Apr 05 2014 - 8:15pm;Deportivo Pasto;Atlético Huila;5;1;6;3;8;3;0;2;0;Estadio Departamental Libertad
Apr 05 2014 - 10:00pm;Millonarios;Deportivo Cali;1;0;1;6;4;3;0;2;0;Estadio Nemesio Camacho El Campín
Apr 05 2014 - 10:30pm;Uniautónoma;Alianza Petrolera;0;2;2;2;6;1;0;1;1;Estadio Metropolitano Roberto Meléndez
Apr 06 2014 - 12:45am;Atlético Nacional;Junior;1;0;1;8;6;3;0;2;0;Estadio Atanasio Girardot
Apr 06 2014 - 8:15pm;La Equidad;Fortaleza CEIF;1;1;2;9;1;3;0;6;1;Estadio Metropolitano de Techo
Apr 06 2014 - 8:15pm;Once Caldas;Santa Fe;1;1;2;6;5;2;0;2;0;Estadio Palogrande
Apr 06 2014 - 10:00pm;Boyacá Chicó;Rionegro Águilas;0;1;1;7;1;3;0;3;0;Estadio de La Independencia
Apr 06 2014 - 10:30pm;Envigado;Patriotas Boyacá;2;2;4;8;5;1;0;2;0;Estadio Polideportivo Sur
Apr 07 2014 - 12:45am;Deportes Tolima;Independiente Medellín;1;1;2;7;5;4;0;7;1;Estadio Manuel Murillo Toro
Apr 08 2014 - 8:15pm;Alianza Petrolera;Millonarios;2;1;3;0;10;3;0;6;2;Estadio Álvaro Gómez Hurtado
Apr 09 2014 - 1:00am;Junior;Deportivo Pasto;1;0;1;5;1;2;0;4;1;Estadio Metropolitano Roberto Meléndez
Apr 09 2014 - 11:00pm;Fortaleza CEIF;Boyacá Chicó;0;0;0;-1;-1;4;0;1;0;Estadio Metropolitano de Techo
Apr 09 2014 - 11:00pm;Patriotas Boyacá;La Equidad;1;2;3;-1;-1;4;0;3;0;Estadio de La Independencia
Apr 10 2014 - 1:00am;Atlético Huila;Once Caldas;2;0;2;5;5;3;0;1;0;Estadio Guillermo Plazas Alcid
Apr 10 2014 - 11:00pm;Deportivo Cali;Deportes Tolima;2;0;2;6;1;3;0;3;1;Estadio Olímpico Pascual Guerrero
Apr 11 2014 - 1:00am;Independiente Medellín;Envigado;3;2;5;5;7;2;0;0;0;Estadio Metropolitano de Techo
Apr 12 2014 - 12:45am;Deportivo Pasto;Rionegro Águilas;1;2;3;4;10;2;0;2;0;Estadio Departamental Libertad
Apr 12 2014 - 8:15pm;Boyacá Chicó;Patriotas Boyacá;3;0;3;5;5;2;0;3;0;Estadio de La Independencia
Apr 12 2014 - 10:00pm;Once Caldas;Junior;3;0;3;2;5;5;0;4;0;Estadio Palogrande
Apr 13 2014 - 12:45am;Uniautónoma;Millonarios;1;0;1;6;7;2;0;3;0;Estadio Metropolitano Roberto Meléndez
Apr 13 2014 - 8:15pm;Deportes Tolima;Alianza Petrolera;1;2;3;-1;-1;2;0;2;0;Estadio Manuel Murillo Toro
Apr 13 2014 - 8:15pm;La Equidad;Independiente Medellín;2;1;3;3;5;1;1;4;0;Estadio Metropolitano de Techo
Apr 13 2014 - 10:00pm;Santa Fe;Atlético Huila;2;1;3;4;4;3;0;2;0;Estadio Nemesio Camacho El Campín
Apr 13 2014 - 10:30pm;Envigado;Deportivo Cali;3;1;4;2;8;3;0;2;0;Estadio Polideportivo Sur
Apr 14 2014 - 12:45am;Atlético Nacional;Fortaleza CEIF;4;3;7;6;8;0;0;3;0;Estadio Atanasio Girardot
Apr 16 2014 - 11:00pm;Santa Fe;Uniautónoma;2;2;4;19;3;2;0;2;0;Estadio Nemesio Camacho El Campín
Apr 17 2014 - 1:00am;Rionegro Águilas;Atlético Nacional;1;1;2;3;2;2;0;7;1;Estadio Metropolitano de Itagüí (Itagüí)
Apr 19 2014 - 8:15pm;Atlético Huila;Uniautónoma;1;1;2;-1;-1;2;0;3;1;Estadio Guillermo Plazas Alcid
Apr 19 2014 - 10:30pm;Millonarios;Deportes Tolima;3;1;4;5;2;1;0;0;0;Estadio Nemesio Camacho El Campín
Apr 20 2014 - 12:45am;Patriotas Boyacá;Atlético Nacional;2;1;3;-1;-1;3;0;0;0;Estadio de La Independencia
Apr 20 2014 - 8:15pm;Rionegro Águilas;Once Caldas;2;2;4;2;2;1;0;3;0;Estadio Metropolitano de Itagüí (Itagüí)
Apr 20 2014 - 8:15pm;Deportivo Cali;La Equidad;1;0;1;7;3;2;0;3;1;Estadio Olímpico Pascual Guerrero
Apr 20 2014 - 8:15pm;Independiente Medellín;Boyacá Chicó;2;1;3;10;11;5;0;4;0;Estadio Atanasio Girardot
Apr 20 2014 - 8:15pm;Alianza Petrolera;Envigado;0;2;2;6;6;1;0;3;0;Estadio Álvaro Gómez Hurtado
Apr 20 2014 - 10:30pm;Junior;Santa Fe;2;1;3;-1;-1;3;0;3;0;Estadio Metropolitano Roberto Meléndez
Apr 21 2014 - 12:15am;Fortaleza CEIF;Deportivo Pasto;4;1;5;8;1;2;0;2;1;Estadio Metropolitano de Techo
Apr 26 2014 - 10:00pm;Envigado;Atlético Nacional;1;4;5;7;4;3;0;2;0;Estadio Polideportivo Sur
Apr 27 2014 - 12:30am;Once Caldas;Santa Fe;1;4;5;11;0;5;1;2;0;Estadio Palogrande
Apr 27 2014 - 10:00pm;Rionegro Águilas;Junior;1;1;2;3;3;2;1;3;0;Estadio Metropolitano de Itagüí (Itagüí)
Apr 28 2014 - 12:15am;La Equidad;Millonarios;0;1;1;2;1;3;0;1;0;Estadio Metropolitano de Techo
May 03 2014 - 10:00pm;Millonarios;La Equidad;1;1;2;4;2;2;1;2;0;Estadio Nemesio Camacho El Campín
May 04 2014 - 12:30am;Junior;Rionegro Águilas;2;1;3;2;4;2;1;5;0;Estadio Metropolitano Roberto Meléndez
May 04 2014 - 10:00pm;Santa Fe;Once Caldas;1;2;3;2;3;3;0;4;0;Estadio Nemesio Camacho El Campín
May 05 2014 - 12:15am;Atlético Nacional;Envigado;2;1;3;10;2;1;0;4;0;Estadio Atanasio Girardot
May 07 2014 - 11:30pm;Santa Fe;Atlético Nacional;1;0;1;-1;-1;1;0;3;0;Estadio Nemesio Camacho El Campín
May 08 2014 - 1:30am;Junior;Millonarios;0;0;0;10;2;2;0;2;0;Estadio Metropolitano Roberto Meléndez
May 11 2014 - 10:00pm;Millonarios;Junior;0;0;0;12;2;2;0;3;0;Estadio Nemesio Camacho El Campín
May 12 2014 - 12:15am;Atlético Nacional;Santa Fe;2;0;2;8;4;2;0;2;1;Estadio Atanasio Girardot
May 18 2014 - 11:30pm;Junior;Atlético Nacional;1;0;1;-1;-1;2;0;5;0;Estadio Metropolitano Roberto Meléndez
May 22 2014 - 12:00am;Atlético Nacional;Junior;2;1;3;8;0;3;0;4;0;Estadio Atanasio Girardot
Jul 19 2014 - 12:45am;Patriotas Boyacá;Deportivo Pasto;3;0;3;-1;-1;2;0;3;1;Estadio de La Independencia
Jul 19 2014 - 8:15pm;Deportivo Cali;Boyacá Chicó;0;1;1;6;2;3;1;2;0;Estadio Deportivo Cali
Jul 19 2014 - 10:30pm;Millonarios;Envigado;2;1;3;2;1;0;0;1;0;Estadio Nemesio Camacho El Campín
Jul 20 2014 - 12:45am;Independiente Medellín;Atlético Nacional;1;0;1;7;7;2;0;3;0;Estadio Atanasio Girardot
Jul 20 2014 - 8:00pm;Deportes Tolima;Uniautónoma;2;0;2;6;4;2;0;2;0;Estadio Manuel Murillo Toro
Jul 21 2014 - 12:45am;Fortaleza CEIF;Once Caldas;0;1;1;9;2;6;0;4;0;Estadio Metropolitano de Techo
Jul 26 2014 - 8:15pm;Atlético Huila;Rionegro Águilas;1;3;4;5;5;3;0;2;0;Estadio Guillermo Plazas Alcid
Jul 26 2014 - 8:15pm;Envigado;Deportes Tolima;0;0;0;3;1;6;0;3;0;Estadio Polideportivo Sur
Jul 26 2014 - 10:30pm;Uniautónoma;Junior;2;4;6;6;5;3;0;2;1;Estadio Metropolitano Roberto Meléndez
Jul 26 2014 - 10:30pm;La Equidad;Millonarios;0;1;1;3;4;4;0;0;0;Estadio Metropolitano de Techo
Jul 27 2014 - 12:45am;Deportivo Pasto;Independiente Medellín;0;0;0;6;4;1;0;2;0;Estadio Departamental Libertad
Jul 27 2014 - 8:15pm;Once Caldas;Patriotas Boyacá;2;0;2;-1;-1;2;1;4;0;Estadio Palogrande
Jul 27 2014 - 10:30pm;Santa Fe;Fortaleza CEIF;2;0;2;5;6;2;0;3;2;Estadio Nemesio Camacho El Campín
Jul 27 2014 - 10:30pm;Boyacá Chicó;Alianza Petrolera;1;0;1;3;3;2;1;1;1;Estadio de La Independencia
Jul 28 2014 - 12:30am;Atlético Nacional;Deportivo Cali;2;2;4;8;1;1;0;3;0;Estadio Atanasio Girardot
Aug 02 2014 - 7:00pm;Fortaleza CEIF;Atlético Huila;1;1;2;6;3;4;0;2;1;Estadio Metropolitano de Techo
Aug 02 2014 - 9:00pm;Uniautónoma;Envigado;0;2;2;6;2;4;0;3;0;Estadio Metropolitano Roberto Meléndez
Aug 02 2014 - 10:30pm;Patriotas Boyacá;Santa Fe;0;0;0;2;5;1;0;2;0;Estadio de La Independencia
Aug 02 2014 - 11:00pm;Rionegro Águilas;Junior;0;0;0;6;3;2;0;2;0;Estadio Hernán Ramírez Villegas
Aug 03 2014 - 1:00am;Millonarios;Boyacá Chicó;1;1;2;10;2;1;0;2;0;Estadio Nemesio Camacho El Campín
Aug 03 2014 - 8:15pm;Alianza Petrolera;Atlético Nacional;1;1;2;-1;-1;3;0;2;0;Estadio Álvaro Gómez Hurtado
Aug 03 2014 - 10:30pm;Deportivo Cali;Deportivo Pasto;2;0;2;4;6;3;0;0;0;Estadio Olímpico Pascual Guerrero
Aug 03 2014 - 10:30pm;Independiente Medellín;Once Caldas;1;3;4;9;5;1;0;4;0;Estadio Atanasio Girardot
Aug 04 2014 - 12:30am;Deportes Tolima;La Equidad;2;1;3;1;4;1;0;3;0;Estadio Manuel Murillo Toro
Aug 09 2014 - 8:15pm;Deportivo Pasto;Alianza Petrolera;0;0;0;5;6;3;0;3;0;Estadio Departamental Libertad
Aug 09 2014 - 10:30pm;Rionegro Águilas;Uniautónoma;2;0;2;9;3;1;0;4;0;Estadio Hernán Ramírez Villegas
Aug 09 2014 - 10:30pm;Santa Fe;Independiente Medellín;2;1;3;2;6;2;0;1;0;Estadio Nemesio Camacho El Campín
Aug 10 2014 - 12:45am;Atlético Huila;Patriotas Boyacá;4;1;5;-1;-1;2;0;3;0;Estadio Guillermo Plazas Alcid
Aug 10 2014 - 6:45pm;La Equidad;Envigado;0;1;1;5;1;4;1;3;0;Estadio Metropolitano de Techo
