date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;stadium_name
Mar 04 2021 - 1:05am;Patriotas Boyacá;América de Cali;0;1;1;5;9;3;0;4;0;Estadio de La Independencia (Tunja)
Mar 04 2021 - 11:00pm;Boyacá Chicó;Millonarios;0;1;1;1;5;2;1;4;0;Estadio de La Independencia (Tunja)
Mar 05 2021 - 1:05am;Santa Fe;Deportes Tolima;3;2;5;3;4;1;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 05 2021 - 11:00pm;Independiente Medellín;La Equidad;1;1;2;3;1;1;0;1;0;Estadio Atanasio Girardot (Medellín)
Mar 06 2021 - 1:00am;Junior;Atlético Bucaramanga;1;1;2;5;2;5;0;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Mar 06 2021 - 10:30pm;Once Caldas;Deportivo Cali;0;0;0;7;7;3;0;3;0;Estadio Palogrande (Manizales)
Mar 07 2021 - 1:00am;Rionegro Águilas;Atlético Nacional;1;1;2;11;6;2;0;1;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Mar 07 2021 - 8:30pm;América de Cali;Deportivo Pereira;1;0;1;6;5;2;0;2;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Mar 07 2021 - 10:40pm;Jaguares de Córdoba;Patriotas Boyacá;3;2;5;5;4;1;0;2;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Mar 08 2021 - 1:00am;Boyacá Chicó;Deportes Tolima;2;1;3;4;3;3;0;4;0;Estadio de La Independencia (Tunja)
Mar 09 2021 - 1:00am;Santa Fe;Deportivo Pasto;2;2;4;7;3;2;0;1;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 10 2021 - 1:00am;Alianza Petrolera;Millonarios;0;2;2;5;2;1;0;1;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 12 2021 - 1:00am;Deportivo Cali;América de Cali;0;2;2;7;5;3;0;4;0;Estadio Deportivo Cali (Palmira)
Mar 12 2021 - 8:15pm;La Equidad;Envigado;3;1;4;2;5;2;0;3;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Mar 13 2021 - 1:00am;Deportes Tolima;Jaguares de Córdoba;3;2;5;4;1;2;0;2;0;Estadio Manuel Murillo Toro (Ibagué)
Mar 13 2021 - 10:30pm;Deportivo Pasto;Alianza Petrolera;1;0;1;5;4;0;0;0;0;Estadio Departamental Libertad (San Juan de Pasto)
Mar 14 2021 - 1:00am;Patriotas Boyacá;Millonarios;0;2;2;4;4;3;0;1;0;Estadio de La Independencia (Tunja)
Mar 14 2021 - 10:35pm;Rionegro Águilas;Independiente Medellín;0;2;2;7;2;2;0;3;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Mar 15 2021 - 1:00am;Atlético Nacional;Junior;1;0;1;3;5;1;1;2;1;Estadio Atanasio Girardot (Medellín)
Mar 16 2021 - 1:00am;Atlético Bucaramanga;Once Caldas;1;1;2;2;2;3;1;3;1;Estadio Alfonso López (Bucaramanga)
Mar 17 2021 - 1:00am;Deportivo Pereira;Boyacá Chicó;0;0;0;2;6;3;1;4;0;Estadio Hernán Ramírez Villegas (Pereira)
Mar 20 2021 - 12:40am;Jaguares de Córdoba;Rionegro Águilas;0;2;2;5;0;3;0;3;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Mar 20 2021 - 8:30pm;Envigado;Santa Fe;2;1;3;0;3;4;0;0;0;Estadio Polideportivo Sur (Envigado)
Mar 20 2021 - 10:40pm;Junior;Deportivo Pereira;3;0;3;4;3;2;0;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Mar 21 2021 - 1:00am;Once Caldas;América de Cali;1;1;2;4;7;0;0;1;0;Estadio Palogrande (Manizales)
Mar 21 2021 - 8:30pm;Independiente Medellín;Deportivo Pasto;2;2;4;9;6;3;0;1;0;Estadio Atanasio Girardot (Medellín)
Mar 21 2021 - 10:40pm;Deportivo Cali;Deportes Tolima;0;0;0;2;4;3;1;2;1;Estadio Deportivo Cali (Palmira)
Mar 22 2021 - 1:00am;Millonarios;Atlético Nacional;1;2;3;5;1;3;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 22 2021 - 11:05pm;Patriotas Boyacá;La Equidad;1;2;3;3;5;4;0;1;0;Estadio de La Independencia (Tunja)
Mar 23 2021 - 1:10am;Alianza Petrolera;Atlético Bucaramanga;1;3;4;7;4;2;1;4;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 23 2021 - 11:00pm;Boyacá Chicó;Envigado;3;0;3;0;2;2;0;3;0;Estadio de La Independencia (Tunja)
Mar 24 2021 - 1:00am;Santa Fe;Once Caldas;2;0;2;2;2;3;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 24 2021 - 8:15pm;América de Cali;Independiente Medellín;1;2;3;6;1;0;1;3;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Mar 24 2021 - 10:30pm;Deportes Tolima;Junior;0;1;1;7;2;1;0;1;0;Estadio Manuel Murillo Toro (Ibagué)
Mar 25 2021 - 1:00am;Atlético Nacional;Jaguares de Córdoba;3;1;4;8;1;3;0;2;0;Estadio Atanasio Girardot (Medellín)
Mar 25 2021 - 7:00pm;Deportivo Pasto;Patriotas Boyacá;1;0;1;7;3;0;0;1;0;Estadio Departamental Libertad (San Juan de Pasto)
Mar 25 2021 - 9:00pm;La Equidad;Alianza Petrolera;1;1;2;12;2;4;0;2;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Mar 25 2021 - 11:05pm;Atlético Bucaramanga;Deportivo Cali;1;0;1;4;11;4;0;1;0;Estadio Alfonso López (Bucaramanga)
Mar 26 2021 - 1:10am;Rionegro Águilas;Millonarios;0;0;0;4;4;3;0;4;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Mar 27 2021 - 7:00pm;Envigado;Deportes Tolima;0;0;0;3;1;2;0;1;0;Estadio Polideportivo Sur (Envigado)
Mar 27 2021 - 9:00pm;Once Caldas;Boyacá Chicó;4;2;6;2;9;4;1;2;0;Estadio Palogrande (Manizales)
Mar 27 2021 - 11:05pm;Junior;Santa Fe;1;1;2;3;3;1;1;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Mar 28 2021 - 1:10am;Independiente Medellín;Atlético Nacional;0;0;0;4;2;5;0;3;0;Estadio Atanasio Girardot (Medellín)
Mar 28 2021 - 7:00pm;Deportivo Pereira;La Equidad;0;0;0;4;4;3;0;3;0;Estadio Hernán Ramírez Villegas (Pereira)
Mar 28 2021 - 9:00pm;Alianza Petrolera;América de Cali;0;2;2;8;5;2;0;0;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 28 2021 - 11:05pm;Patriotas Boyacá;Rionegro Águilas;2;1;3;1;4;2;0;2;0;Estadio de La Independencia (Tunja)
Mar 29 2021 - 1:10am;Millonarios;Atlético Bucaramanga;2;1;3;8;0;1;0;1;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 30 2021 - 1:00am;Deportivo Cali;Deportivo Pasto;1;1;2;3;2;1;0;2;0;Estadio Deportivo Cali (Palmira)
Mar 30 2021 - 11:00pm;Deportes Tolima;Atlético Nacional;2;1;3;7;4;3;0;4;0;Estadio Manuel Murillo Toro (Ibagué)
Mar 31 2021 - 1:05am;Jaguares de Córdoba;Junior;0;2;2;4;6;3;0;3;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Mar 31 2021 - 8:30pm;América de Cali;Millonarios;2;1;3;5;4;2;0;4;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Mar 31 2021 - 10:40pm;Envigado;Patriotas Boyacá;3;0;3;4;3;0;0;1;0;Estadio Polideportivo Sur (Envigado)
Apr 01 2021 - 1:00am;Rionegro Águilas;Once Caldas;2;2;4;2;1;1;0;2;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Apr 01 2021 - 11:00pm;Boyacá Chicó;Alianza Petrolera;2;0;2;4;5;2;0;3;0;Estadio de La Independencia (Tunja)
Apr 02 2021 - 1:05am;La Equidad;Deportivo Cali;2;5;7;3;3;4;1;1;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Apr 03 2021 - 12:40am;Santa Fe;Deportivo Pereira;1;1;2;5;8;3;0;2;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 03 2021 - 11:05pm;Atlético Nacional;Envigado;3;0;3;1;2;2;0;3;0;Estadio Atanasio Girardot (Medellín)
Apr 04 2021 - 1:10am;Millonarios;Deportes Tolima;0;0;0;3;4;0;0;0;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 04 2021 - 8:30pm;América de Cali;La Equidad;0;1;1;7;5;0;0;4;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 04 2021 - 10:40pm;Boyacá Chicó;Deportivo Pasto;0;0;0;3;1;2;0;3;0;Estadio de La Independencia (Tunja)
Apr 05 2021 - 1:00am;Junior;Rionegro Águilas;0;0;0;7;4;2;0;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 05 2021 - 11:00pm;Atlético Bucaramanga;Patriotas Boyacá;0;1;1;13;2;0;0;1;0;Estadio Alfonso López (Bucaramanga)
Apr 06 2021 - 1:00am;Once Caldas;Jaguares de Córdoba;1;2;3;4;4;1;0;1;0;Estadio Palogrande (Manizales)
Apr 06 2021 - 11:00pm;Deportivo Pereira;Independiente Medellín;1;0;1;2;5;0;0;0;1;Estadio Hernán Ramírez Villegas (Pereira)
Apr 07 2021 - 1:00am;Alianza Petrolera;Santa Fe;0;3;3;3;2;4;0;1;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 10 2021 - 8:30pm;Independiente Medellín;Alianza Petrolera;2;2;4;6;7;0;0;1;0;Estadio Atanasio Girardot (Medellín)
Apr 10 2021 - 10:40pm;Jaguares de Córdoba;América de Cali;0;0;0;1;6;2;0;4;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Apr 11 2021 - 1:00am;Deportivo Cali;Atlético Nacional;1;0;1;5;3;2;0;2;0;Estadio Deportivo Cali (Palmira)
Apr 11 2021 - 8:30pm;Envigado;Deportivo Pereira;0;1;1;2;4;3;1;3;0;Estadio Polideportivo Sur (Envigado)
Apr 11 2021 - 8:30pm;Rionegro Águilas;Boyacá Chicó;0;3;3;-1;-1;0;0;0;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Apr 11 2021 - 10:40pm;Deportivo Pasto;Junior;0;0;0;9;4;1;0;1;0;Estadio Departamental Libertad (San Juan de Pasto)
Apr 12 2021 - 1:00am;Santa Fe;Millonarios;1;2;3;2;6;5;0;2;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 13 2021 - 1:00am;Deportes Tolima;Atlético Bucaramanga;0;0;0;6;6;2;0;1;0;Estadio Manuel Murillo Toro (Ibagué)
Apr 14 2021 - 1:00am;Patriotas Boyacá;Once Caldas;1;1;2;2;8;3;0;1;0;Estadio de La Independencia (Tunja)
Apr 16 2021 - 12:40am;Deportivo Pasto;Atlético Bucaramanga;1;1;2;6;1;0;0;0;0;Estadio Departamental Libertad (San Juan de Pasto)
Apr 17 2021 - 12:40am;Alianza Petrolera;Envigado;1;1;2;7;3;1;0;1;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 18 2021 - 8:30pm;Atlético Bucaramanga;Rionegro Águilas;4;1;5;2;15;1;0;1;0;Estadio Alfonso López (Bucaramanga)
Apr 18 2021 - 8:30pm;Deportivo Pereira;Deportivo Pasto;4;2;6;4;1;0;0;0;0;Estadio Hernán Ramírez Villegas (Pereira)
Apr 18 2021 - 8:30pm;La Equidad;Santa Fe;1;2;3;2;5;2;0;1;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Apr 18 2021 - 8:30pm;Atlético Nacional;Patriotas Boyacá;7;1;8;10;6;1;0;2;0;Estadio Atanasio Girardot (Medellín)
Apr 18 2021 - 8:30pm;Boyacá Chicó;Jaguares de Córdoba;0;0;0;4;3;0;0;2;0;Estadio de La Independencia (Tunja)
Apr 18 2021 - 8:30pm;América de Cali;Deportes Tolima;2;0;2;5;4;5;1;3;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 18 2021 - 8:30pm;Millonarios;Deportivo Cali;3;1;4;3;3;0;0;0;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 18 2021 - 9:30pm;Once Caldas;Independiente Medellín;2;0;2;6;8;3;0;5;1;Estadio Palogrande (Manizales)
Apr 24 2021 - 8:30pm;América de Cali;Millonarios;1;2;3;2;3;4;1;4;1;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 25 2021 - 8:30pm;Junior;Santa Fe;3;1;4;8;5;3;1;4;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 25 2021 - 10:40pm;Deportes Tolima;Deportivo Cali;3;0;3;6;3;4;0;4;1;Estadio Manuel Murillo Toro (Ibagué)
Apr 26 2021 - 1:00am;La Equidad;Atlético Nacional;1;0;1;1;2;4;0;1;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
May 01 2021 - 11:00pm;Millonarios;América de Cali;0;0;0;2;4;3;0;3;0;Estadio Manuel Murillo Toro (Ibagué)
May 02 2021 - 6:00pm;Santa Fe;Junior;0;0;0;8;3;3;1;1;0;Estadio Centenario (Armenia)
May 02 2021 - 8:30pm;Atlético Nacional;La Equidad;2;2;4;9;3;3;0;3;0;Estadio Atanasio Girardot (Medellín)
Jun 04 2021 - 8:30pm;Deportivo Cali;Deportes Tolima;2;0;2;2;6;4;0;3;0;Estadio Armando Maestre Pavajeau (Valledupar)
Jun 10 2021 - 9:00pm;Junior;Millonarios;3;2;5;4;1;3;1;1;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Jun 10 2021 - 11:05pm;Deportes Tolima;La Equidad;1;1;2;4;4;2;1;2;0;Estadio Manuel Murillo Toro (Ibagué)
Jun 13 2021 - 6:30pm;Millonarios;Junior;2;0;2;3;8;4;2;3;1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jun 15 2021 - 12:00am;La Equidad;Deportes Tolima;1;2;3;5;3;2;1;5;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Jun 18 2021 - 1:00am;Deportes Tolima;Millonarios;1;1;2;4;2;3;0;3;1;Estadio Manuel Murillo Toro (Ibagué)
